,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
35,18385186,The Cafe Baraco,Ahmedabad,Navrangpura,10:57 AM to 11 PM,"Cafe, Italian",200,4.4,317,3.807847,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Credit Card', 'Lunch', 'Digital Payments Accepted', 'Air Conditioned', 'Sodexo', 'Indoor Seating', 'Free Parking']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G2
36,113325,Ninis Kitchen,Ahmedabad,Prahlad Nagar,11 AM to 11 PM (Mon-Sun),"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",250,4.5,1138,4.072375,https://images.unsplash.com/photo-1567745219000-b99afacf5ef6?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G1
37,111826,Yanki Sizzlers,Ahmedabad,Thaltej,11 AM to 11 PM (Mon-Sun),"Continental, Italian, Chinese",225,4.1,1041,3.989868,https://images.unsplash.com/photo-1606066352252-93e4d325787b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Credit Card', 'No Alcohol Available', 'Takeaway Available', 'Delivery', 'Lunch', 'Dinner', 'Mall Parking', 'Air Conditioned', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Indoor Seating']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G1
39,18371341,Mazzo,Ahmedabad,Vastrapur,11AM to 11:40PM (Mon-Sun),"Cafe, American, Continental, Armenian, Fast Food",200,3.9,166,3.714268,https://images.unsplash.com/photo-1602956033956-003e7180d339?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTl8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Delivery', 'Dinner', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G3
40,113570,Turquoise Villa,Ahmedabad,Vastrapur,10:57 AM to 11 PM,Continental,200,4,535,3.992968,https://images.unsplash.com/photo-1463797221720-6b07e6426c24?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking', 'Air Conditioned']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G2
41,2400020,Aryan Familys Delight,Allahabad,Civil Lines,11 AM to 11 PM,"North Indian, South Indian, Fast Food",125,3.4,57,4.049625,https://images.unsplash.com/photo-1445116572660-236099ec97a0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8Y2FmZXxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G2
42,2400148,Bean Here,Allahabad,Civil Lines,9 AM to 3 AM,"Cafe, Fast Food",200,3.3,76,4.069929,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MjZ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
43,2400019,Bikanerwala,Allahabad,Civil Lines,"11am â€“ 12midnight (Mon-Fri),12midnight â€“ 1am, 11am â€“ 12midnight (Sat-Sun)","North Indian, Street Food, Fast Food",200,3.2,51,4.104818,https://images.unsplash.com/photo-1521917441209-e886f0404a7b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Seating Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G1
44,2400193,Dewsis,Allahabad,Civil Lines,12 Noon to 10 PM (Mon-Sun),"North Indian, Chinese",200,3.4,99,4.365679,https://images.unsplash.com/photo-1616091216791-a5360b5fc78a?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzJ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Cash', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating', 'Free Parking']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G3
45,2400027,Friends Forever,Allahabad,Civil Lines,11 AM to 12:30 AM (Mon-Sun),"North Indian, Chinese",150,3.4,83,3.629364,https://images.unsplash.com/photo-1493857671505-72967e2e2760?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Dinner', 'Delivery', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G4
46,17960073,Hotel Ravisha Continental,Allahabad,Civil Lines,9 AM to 10:30 PM (Mon-Sun),"North Indian, South Indian, Chinese",300,3.4,18,4.082271,https://images.unsplash.com/photo-1507133750040-4a8f57021571?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mzl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Lunch', 'Breakfast', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G3
47,2400119,KFC,Allahabad,Civil Lines,7:30 AM to 12 Midnight,"American, Fast Food",150,3.4,58,4.550918,https://images.unsplash.com/photo-1558082206-1a725a3ea42c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Njl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G1
48,2400014,McDonalds,Allahabad,Civil Lines,11am â€“ 11pm (Mon-Sun),Fast Food,550,3.3,53,4.37068,https://images.unsplash.com/photo-1577056922428-a511301a562d?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NzR8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Hookah', 'DJ', 'Valet Parking Available', 'Fullbar', 'Wine', 'Rooftop', 'Smoking Area', 'Nightlife']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G2
49,2400403,Pind Balluchi,Allahabad,Civil Lines,"1pm â€“ 11pm (Mon, Tue, Wed, Thu, Sat, Sun), 1:20pm â€“ 11pm (Fri)","North Indian, Mughlai",175,3.2,6,4.228859,https://images.unsplash.com/photo-1549650558-105451f863ca?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzd8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Cash', 'Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Indoor Seating']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G4
50,2400349,Pizza Hut,Allahabad,Civil Lines,10:57 AM to 11 PM,"Italian, Pizza",200,3.4,35,3.991966,https://images.unsplash.com/photo-1560463230-1d6803589edf?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G4
51,2400279,Subway,Allahabad,Civil Lines,1 PM to 11 PM (Mon-Sun),"Fast Food, American, Salad, Healthy Food",150,3.4,32,4.06153,https://images.unsplash.com/photo-1580866490076-7f49e396e4de?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Dinner', 'Cash', 'Delivery', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G3
52,2400017,Tandoor Restaurant,Allahabad,Civil Lines,12Noon to 12Midnight (Mon-Sun),"North Indian, Chinese",750,3.2,151,4.470315,https://images.unsplash.com/photo-1485686531765-ba63b07845a7?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA3fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'DJ', 'Nightlife', 'Fullbar', 'Beer', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'All Day Breakfast', 'Live Sports Screening', 'Valet Parking Available', 'Wine', 'Indoor Seating', 'Serves Cocktails', 'Free Wifi', 'Digital Payments Accepted']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G1
53,18317988,The BrewMaster,Allahabad,Civil Lines,"8:30am â€“ 11:27pm (Mon),8:30am â€“ 10:30pm (Tue-Sun)","North Indian, Chinese, Italian",175,3.3,49,3.81131,https://images.unsplash.com/photo-1554538693-d854cceb26a9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA4fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Lunch', 'Delivery', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G2
54,2400144,The Tamarind Tree,Allahabad,Civil Lines,10:57 AM to 12 Midnight,"South Indian, Chinese",200,3.4,106,3.900316,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Sodexo', 'Air Conditioned', 'Beer', 'Indoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G4
55,2400195,El Chico,Allahabad,Civil Lines,10:57 AM to 12 Midnight,"Continental, Italian",200,3.6,59,3.989297,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Free Parking']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G3
56,2400052,Eat On,Allahabad,Civil Lines,"11am â€“ 11:45pm (Mon, Wed, Thu), 11am â€“ 11:30am (Tue),11am â€“ 12midnight (Fri-Sun)",North Indian,250,3.7,105,3.900458,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G3
57,2400016,Hot Stuff,Allahabad,Civil Lines,12 Noon to 12 Midnight,"North Indian, Fast Food",750,3.5,105,4.44941,https://images.unsplash.com/photo-1537047902294-62a40c20a6ae?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Dinner', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'City View', 'Fullbar', 'Rooftop', 'Free Wifi', 'Air Conditioned', 'Hookah', 'Wheelchair Accessible', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G1
58,2400293,Paradise,Allahabad,Civil Lines,12 Noon to 10:30 PM (Mon-Sun),"Desserts, Fast Food",200,3.6,57,4.060997,https://images.unsplash.com/photo-1552566626-52f8b828add9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Takeaway Available', 'Lunch', 'Cash', 'Debit Card', 'Dinner', 'Mall Parking', 'Catering Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Self Service']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G2
59,2400009,Sagar Ratna,Allahabad,Tagore Town,7:30am â€“ 9pm (Mon-Sun),"South Indian, North Indian, Chinese, Continental",700,3.5,134,4.341807,https://images.unsplash.com/photo-1578474846511-04ba529f0b88?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Cash', 'Credit Card', 'Serves Alcohol', 'Lunch', 'Air Conditioned', 'Smoking Area', 'Live Sports Screening', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Wifi', 'Buffet', 'Fullbar', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G2
60,2400010,Moti Mahal Delux,Allahabad,Civil Lines,9 AM to 9 PM (Mon-Sun),"Mughlai, North Indian, Chinese",75,3.3,58,4.612421,https://images.unsplash.com/photo-1550966871-3ed3cdb5ed0c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Takeaway Available', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G3
61,2200011,Makhan Fish and Chicken Corner,Amritsar,Basant Nagar,11 AM to 11 PM,"North Indian, Chinese",125,3.4,345,4.257038,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['No Alcohol Available', 'Cash', 'Breakfast', 'Credit Card', 'Debit Card', 'Takeaway Available', 'Lunch', 'Pure Veg', 'Indoor Seating']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G3
62,2200078,Charming Chicken,Amritsar,Basant Nagar,7AM to 10PM (Mon-Sun),North Indian,75,3.9,151,4.300007,https://images.unsplash.com/photo-1514933651103-005eec06c04b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Cash', 'Takeaway Available', 'Breakfast', 'No Seating Available', 'Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Pure Veg']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G4
63,18204507,Ahuja Milk Bhandar,Amritsar,Hathi Gate,12noon â€“ 3am (Mon-Sun),Beverages,600,4,52,4.444365,https://images.unsplash.com/photo-1502301103665-0b95cc738daf?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=464,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Above 18 Only', 'Digital Payments Accepted', 'Kid Friendly', 'Smoking Area', 'Desserts and Bakes', 'Free Parking', 'Sports TV', 'Fullbar', 'Table booking recommended', 'Air Conditioned', 'Wifi', 'Group Meal', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G4
64,2200030,Crystal Restaurant,Amritsar,INA Colony,11 AM to 11 PM (Mon-Sun),"North Indian, Mughlai",400,3.4,122,4.267139,https://images.unsplash.com/photo-1551632436-cbf8dd35adfa?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=871,"['No Alcohol Available', 'Cash', 'Breakfast', 'Dinner', 'Delivery', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required', 'Digital Payments Accepted', 'Catering Available']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G4
65,2200201,Brijwasi Chat Bhandar,Amritsar,INA Colony,11 AM to 10:30 PM,Street Food,375,3.6,56,4.25291,https://images.unsplash.com/photo-1508424757105-b6d5ad9329d0?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G1
66,2200067,Bubby Fish Chicken Corner,Amritsar,INA Colony,"5 PM to 10 PM (Mon, Wed-Sun), Tue Closed",North Indian,125,3.5,91,4.079245,https://images.unsplash.com/photo-1498654896293-37aacf113fd9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'Dinner', 'Indoor Seating']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G1
67,2200358,Bon Gateau,Amritsar,Ranjit Avenue,11 AM to 11 PM (Mon-Sun),"Cafe, Bakery, Fast Food",400,3.4,26,4.253571,https://images.unsplash.com/photo-1585518419759-7fe2e0fbf8a6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=724,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Catering Available', 'Fullbar', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G3
68,2200001,The Yellow Chilli,Amritsar,Ranjit Avenue,"12noon â€“ 11:30pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)","North Indian, Mughlai, Chinese",150,3.4,98,3.90065,https://images.unsplash.com/photo-1467003909585-2f8a72700288?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G1
69,2200033,La Roma Pizzeria,Amritsar,Ranjit Avenue,10:57 AM to 11 PM,"Fast Food, Italian",200,3.5,111,3.725066,https://images.unsplash.com/photo-1544148103-0773bf10d330?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Delivery', 'Debit Card', 'Cash', 'Dinner', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G2
70,2200283,Sakhis Watz Kukin,Amritsar,Ranjit Avenue,8 AM to 12 Midnight,"North Indian, Chinese",200,3.6,51,4.059388,https://images.unsplash.com/photo-1482049016688-2d3e1b311543?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=410,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Halal', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G4
71,2200045,The Kulcha Land,Amritsar,Ranjit Avenue,12:30 PM to 11:30 PM,"North Indian, Street Food",150,3.9,206,4.080064,https://images.unsplash.com/photo-1574936145840-28808d77a0b6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Cash', 'Dinner', 'Delivery', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G1
72,2200149,Shudh Restaurant,Amritsar,Town Hall,11 AM to 11 PM,"North Indian, South Indian, Chinese, Fast Food",425,3.4,44,4.278153,https://images.unsplash.com/photo-1586999768265-24af89630739?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['No Alcohol Available', 'Delivery', 'Cash', 'Lunch', 'Dinner', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Valet Parking Available', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Live Sports Screening', 'Air Conditioned']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G2
