,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
2293,18364354,Balluchis-The Royal Cuisine,NCR,Chittaranjan Park new delhi,8:30 AM to 11 PM,"North Indian, Mughlai, Chinese",800,3,4,3.655611,https://images.unsplash.com/photo-1587899897387-091ebd01a6b2?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=913,"['Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Credit Card', 'Breakfast', 'Group Meal', 'Lunch Menu', 'Gaming Area', 'Indoor Seating', 'Air Conditioned', 'Catering Available', 'Wifi', 'All Day Breakfast', 'Brunch', 'Buffet', 'Desserts and Bakes', 'Dance Floor', 'Drive Thru', 'Digital Payments Accepted', 'Drive in', 'Kid Friendly', 'Private Dining Area Available']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
2294,18175256,Bunty Dhaba,NCR,Chittaranjan Park new delhi,9 AM to 10:30 PM (Mon-Sun),"North Indian, Chinese",500,3.2,26,3.702376,https://images.unsplash.com/photo-1599458448510-59aecaea4752?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Dinner', 'Cash', 'Breakfast', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Catering Available', 'Pure Veg', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G4
2295,7623,Gopals Restaurant Caterers,NCR,Chittaranjan Park new delhi,11 AM to 10 PM,"North Indian, Fast Food",300,2.7,22,3.901248,https://images.unsplash.com/photo-1560053608-13721e0d69e8?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G3
2296,17953899,Horn Please,NCR,Chittaranjan Park new delhi,9:30 AM to 11 PM,"North Indian, Mughlai, Chinese",1000,3,70,3.793135,https://images.unsplash.com/photo-1606836576983-8b458e75221d?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Free Wifi', 'Digital Payments Accepted', 'Buffet', 'Desserts and Bakes', 'Live Sports Screening', 'Table booking recommended', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G2
2297,309756,Khatey Raho,NCR,Chittaranjan Park new delhi,11 AM to 1 AM (Mon-Sun),"North Indian, Mughlai, Fast Food, South Indian",250,3.3,26,3.901061,https://images.unsplash.com/photo-1570560258879-af7f8e1447ac?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Dinner', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G2
2298,2595,Kolkata Biryani House,NCR,Chittaranjan Park new delhi,6 AM to 10 PM,"North Indian, Mughlai, Biryani",500,3.4,404,3.731183,https://images.unsplash.com/photo-1636405189565-4cbc66136815?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G1
2299,7620,Kolkata Hot Kathi Roll,NCR,Chittaranjan Park new delhi,7 AM to 3 AM,Fast Food,150,3.2,35,3.749277,https://images.unsplash.com/photo-1642567694541-c11712a88197?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=394,"['Lunch', 'Cash', 'Breakfast', 'Dinner', 'Takeaway Available']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G1
2300,309161,Madly Bangalee,NCR,Chittaranjan Park new delhi,24 Hours (Mon-Sun),"Mughlai, North Indian, Bengali, Continental",400,2.7,135,3.795321,https://images.unsplash.com/photo-1580196515879-2d99ad7fd767?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NjR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Serves Alcohol', 'Cash', 'Breakfast', 'Debit Card', 'Lunch', 'Takeaway Available', 'Dinner', 'Air Conditioned', 'Fullbar', 'Kid Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Valet Parking Available']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G3
2301,18249081,Oh China,NCR,Chittaranjan Park new delhi,9 AM to 11 PM (Mon-Sun),"Chinese, Thai",600,2.9,16,3.55661,https://images.unsplash.com/photo-1601065700897-d9fa1c093f3e?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Breakfast', 'Cash', 'Dinner', 'Debit Card', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Live Music', 'Wheelchair Accessible', 'Air Conditioned', 'Indoor Seating', 'Outdoor Seating', 'Pure Veg']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G4
2302,3632,Punjabi Zaika,NCR,Chittaranjan Park new delhi,7 AM to 12 Midnight (Mon-Sun),"Chinese, Mughlai, North Indian",500,2.9,39,3.840886,https://images.unsplash.com/photo-1569096651661-820d0de8b4ab?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Lunch', 'Debit Card', 'Breakfast', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Air Conditioned', 'Free Parking', 'Indoor Seating']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G3
2303,7602,Rabi Snacks Corner,NCR,Chittaranjan Park new delhi,10 AM to 10 PM,Fast Food,300,3.4,18,3.797145,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Breakfast', 'Credit Card', 'Lunch', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Wheelchair Accessible', 'Free Parking', 'Digital Payments Accepted', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G1
2304,1712,Republic of Chicken,NCR,Chittaranjan Park new delhi,7 AM to 12 Midnight,"Raw Meats, Fast Food",400,2.7,29,3.84422,https://images.unsplash.com/photo-1567745219000-b99afacf5ef6?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Serves Alcohol', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Catering Available', 'Fullbar', 'Air Conditioned', 'Axis Bank - Dining Delights']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G2
2305,300984,Roll n Roast,NCR,Chittaranjan Park new delhi,10 AM to 10 PM,"North Indian, Chinese",250,3.3,27,3.847922,https://images.unsplash.com/photo-1606066352252-93e4d325787b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Lunch', 'Breakfast', 'Delivery', 'No Alcohol Available', 'Cash', 'Dinner', 'Indoor Seating', 'Free Parking']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G4
2306,18429374,Rollers High,NCR,Chittaranjan Park new delhi,12noon â€“ 3am (Mon-Sun),"North Indian, Mughlai",500,3.2,13,4.221393,https://images.unsplash.com/photo-1564759224907-65b945ff0e84?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTB8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Hookah', 'Desserts and Bakes']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G4
2307,18354627,Royal Chick N,NCR,Chittaranjan Park new delhi,11 AM to 11 PM,"Mughlai, North Indian, Chinese",300,3.3,18,4.008388,https://images.unsplash.com/photo-1602956033956-003e7180d339?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTl8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G3
2308,301522,Royal Kolkata Biryani,NCR,Chittaranjan Park new delhi,11 AM to 11 PM,"North Indian, Chinese, Biryani",500,2.7,14,4.035421,https://images.unsplash.com/photo-1463797221720-6b07e6426c24?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G1
2309,4973,Sameers Restaurant,NCR,Chittaranjan Park new delhi,11 AM to 11 PM,"North Indian, Mughlai, Chinese",600,2.5,59,4.023656,https://images.unsplash.com/photo-1445116572660-236099ec97a0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8Y2FmZXxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G2
2310,3504,Sanjha Chulha,NCR,Chittaranjan Park new delhi,11 AM to 11 PM,"North Indian, Mughlai",550,2.7,70,3.901354,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MjZ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G4
2311,18459885,Shepherds,NCR,Chittaranjan Park new delhi,12 Noon to 12 Midnight,Fast Food,250,3.1,9,3.77931,https://images.unsplash.com/photo-1521917441209-e886f0404a7b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'No Alcohol Available', 'Cash', 'Delivery', 'Lunch', 'Dinner', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G3
2312,301405,Soya King,NCR,Chittaranjan Park new delhi,11am â€“ 11pm (Mon-Sun),North Indian,350,2.6,71,3.953156,https://images.unsplash.com/photo-1616091216791-a5360b5fc78a?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzJ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Entry Fee', 'Digital Payments Accepted', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Private Dining Area Available', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi', 'Available for Functions', 'Kid Friendly', 'Group Meal']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G3
2313,18457499,Tasty Tonight,NCR,Chittaranjan Park new delhi,11:30am â€“ 11:30pm (Mon-Sun),"North Indian, Mughlai, Chinese",1000,3.1,5,3.842576,https://images.unsplash.com/photo-1493857671505-72967e2e2760?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G1
2314,18445801,The Mustard,NCR,Chittaranjan Park new delhi,"12:30PM to 10:30PM (Mon, Tue, Thu), 12:30PM to 11PM (Wed, Fri, Sat, Sun)",Bengali,500,2.9,7,3.820566,https://images.unsplash.com/photo-1507133750040-4a8f57021571?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mzl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Delivery', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'No Alcohol Available', 'Debit Card', 'Air Conditioned', 'Indoor Seating']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G2
2315,18355107,Tibbs Frankie,NCR,Chittaranjan Park new delhi,11 AM to 11 PM (Mon-Sun),Fast Food,250,3.2,16,3.900709,https://images.unsplash.com/photo-1558082206-1a725a3ea42c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Njl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G2
2316,18175328,Wazwaan Restaurant,NCR,Chittaranjan Park new delhi,4 PM to 11 PM,"North Indian, Kashmiri",1200,3.2,14,3.900829,https://images.unsplash.com/photo-1577056922428-a511301a562d?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NzR8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Delivery', 'Dinner', 'Cash', 'No Alcohol Available', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G3
2317,7613,Yummi Kolkataa,NCR,Chittaranjan Park new delhi,"1pm â€“ 11pm (Mon, Wed, Thu, Fri, Sat, Sun), 12noon â€“ 12:1pm (Tue)",Mithai,150,3.2,17,3.831034,https://images.unsplash.com/photo-1549650558-105451f863ca?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzd8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G3
2318,7599,Annapurna Sweet House,NCR,Chittaranjan Park new delhi,10am â€“ 12midnight (Mon-Sun),"Mithai, Street Food",150,3.7,55,3.776328,https://images.unsplash.com/photo-1560463230-1d6803589edf?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Drive Thru', 'Digital Payments Accepted', 'Air Conditioned', 'Wifi', 'Brunch', 'Group Meal', 'Outdoor Seating', 'Indoor Seating', 'Available for Functions', 'Drive in', 'Private Dining Area Available']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G4
2319,302936,Ashirbad,NCR,Chittaranjan Park new delhi,"12:30 PM to 10:30 PM (Mon, Wed-Sun), Tue Closed",Fast Food,100,3.6,46,3.754433,https://images.unsplash.com/photo-1580866490076-7f49e396e4de?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Delivery', 'Credit Card', 'Digital Payments Accepted']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G4
2320,4608,Chocolatiers-The Chocolate Boutique,NCR,Chittaranjan Park new delhi,8am â€“ 11pm (Mon-Sun),Desserts,100,3.8,112,3.964611,https://images.unsplash.com/photo-1485686531765-ba63b07845a7?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA3fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Gluten Free Options', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G4
2321,7636,Dadu Cutlet Shop,NCR,Chittaranjan Park new delhi,11 AM to 11 PM (Mon-Sun),Fast Food,100,3.7,99,3.826832,https://images.unsplash.com/photo-1554538693-d854cceb26a9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA4fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Takeaway Available', 'Debit Card', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Lunch', 'Cash', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G1
2322,18373691,Dogs Wiches,NCR,Chittaranjan Park new delhi,11am â€“ 11pm (Mon-Sun),"Continental, American, Fast Food",600,3.9,109,3.543314,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Delivery', 'Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Free Wifi', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G1
2323,7634,Maa Tara,NCR,Chittaranjan Park new delhi,11 AM to 11 PM (Mon-Sun),"Bengali, North Indian",500,3.6,458,3.900879,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Delivery', 'Lunch', 'Debit Card', 'Credit Card', 'Dinner', 'Takeaway Available', 'Cash', 'Digital Payments Accepted', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G3
2324,306028,My Spice Kitchen,NCR,Chittaranjan Park new delhi,7 PM to 11 PM (Mon-Sun),"North Indian, Mughlai, Biryani, Bengali",650,3.5,443,3.900764,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Delivery', 'Dinner', 'No Alcohol Available', 'Cash', 'Catering Available', 'Digital Payments Accepted', 'Indoor Seating']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G1
2325,311637,The Singing Tree,NCR,Chittaranjan Park new delhi,"12noon â€“ 11:30pm (Mon-Thu),12noon â€“ 12midnight (Fri-Sun)",Beverages,100,3.7,33,4.451709,https://images.unsplash.com/photo-1537047902294-62a40c20a6ae?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Delivery', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Rooftop', 'Table booking recommended', 'Wheelchair Accessible', 'Free Parking', 'Nightlife', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G2
2326,18396171,Baba Chicken Ludhiana Wale,NCR,Chittaranjan Park new delhi,7:30 AM to 12 Midnight (Mon-Sun),North Indian,400,0,0,4.374357,https://images.unsplash.com/photo-1552566626-52f8b828add9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Dinner', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G4
2327,18282004,Bengal Snacks,NCR,Chittaranjan Park new delhi,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",Fast Food,300,0,2,4.85458,https://images.unsplash.com/photo-1578474846511-04ba529f0b88?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned', 'Buffet']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G1
2328,17989134,Brownies More,NCR,Chittaranjan Park new delhi,12:30 PM to 11:30 PM,"Bakery, Fast Food",100,0,2,4.780972,https://images.unsplash.com/photo-1550966871-3ed3cdb5ed0c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Catering Available', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G2
